title,title_number_lab9,is_short_content
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
The King's Speech,,True
Inception,,True
The Social Network,,True
The Fighter,,True
Toy Story 3,3,True
Alice in Wonderland,,True
Black Swan,,True
In a Better World,,True
The Lost Thing,,True
God of Love,,True
The Wolfman,,True
Strangers No More,,True
Inside Job,,True
The Artist,,True
Hugo,,True
The Iron Lady,,True
The Descendants,,True
The Girl with the Dragon Tattoo,,True
Midnight in Paris,,True
The Help,,True
A Separation,,True
The Fantastic Flying Books of Mr. Morris Lessmore,,False
The Shore,,True
Undefeated,,True
The Muppets,,True
Saving Face,,True
Beginners,,True
Rango,,True
Argo,,True
Life of Pi,,True
Les Misérables,,True
Lincoln,,True
Django Unchained,,True
Skyfall,,True
Silver Linings Playbook,,True
Zero Dark Thirty,,True
Amour,,True
Anna Karenina,,True
Paperman,,True
Brave,,True
Searching for Sugar Man,,True
Inocente,,True
Curfew,,True
12 Years a Slave,12,True
Gravity,,True
Dallas Buyers Club,,True
Frozen,,True
The Great Gatsby,,True
Her,,True
Blue Jasmine,,True
Mr Hublot,,True
The Lady in Number 6: Music Saved My Life,6,False
Helium,,True
The Great Beauty,,True
20 Feet from Stardom,20,True
Birdman,,True
The Grand Budapest Hotel,,True
Whiplash,,True
The Imitation Game,,True
American Sniper,,True
Boyhood,,True
Interstellar,,True
The Theory of Everything,,True
Ida,,True
Selma,,True
Citizenfour,,True
Big Hero 6,6,True
Crisis Hotline: Veterans Press 1,1,True
The Phone Call,,True
Still Alice,,True
Feast,,True
Spotlight,,True
Mad Max: Fury Road,,True
The Revenant,,True
Bridge of Spies,,True
The Big Short,,True
The Danish Girl,,True
Room,,True
Ex Machina,,True
The Hateful Eight,,True
Inside Out,,True
Amy,,True
Bear Story,,True
A Girl in the River: The Price of Forgiveness,,False
Son of Saul,,True
Spectre,,True
Stutterer,,True
Untitled record,,False
Untitled record,,False
Untitled record,,False
Automated Content Marketing Workflow: 6-Step Guide,6,False
"Nasdaq 100, S&P 500 finish at record on Intel’s blowout results",100,False
HERE and KOTEI partner to build AI‑native navigation for the software‑defined vehicle era,,False
Navy review puts future of highest-tech US aircraft carriers in question,,False
US orders global warning over alleged AI theft by DeepSeek and Chinese firms,,False
"PITAKA Is Letting the World Design Its Next Phone Cases, Royalties Included. Here’s How To Participate",,False
"Sorry AI, you’re just not human enough",,False
"On air pollution, we need to get the scientific plumbing right: Santosh Harish, Coefficient Giving",,False
Asked to work beyond office hours? Know your rights under new Labour Code,,False
"US State Dept orders global warning about alleged AI thefts by DeepSeek, other Chinese firms",,False
U.S. embassy signs MOU with Ilorin Innovation Hub for tech expansion,,False
iSpring to Showcase Cutting-Edge Water Filtration Solutions at WQA 2026 Expo,2026,False
"China’s First Purpose-Built Robotaxi Customized for CaoCao Debuts at Auto China 2026, with Mass Production Planned for 2027",2026,False
"DOHS Cares, TSM House partner to deploy digital tools against rising SGBV, femicide cases",,False
Govt forms panel under SBI chief to assess risks from AI platform Mythos,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Untitled record,,False
Election Update,,True
AI Market Growth,,True
Sports Highlights,,True
Climate Policy Shift,,True
Café Culture Trends,,True
München Startup Round,,True
Žurnal Election Pulse,,True
Streaming Rights Watch,,True
Weekend Match Buzz,,True
Inflation Briefing,,True
Untitled record,,True
Untitled record,,False
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
Untitled record,,True
The King's Speech,,True
Inception,,True
The Social Network,,True
The Fighter,,True
Toy Story 3,3,True
Alice in Wonderland,,True
Black Swan,,True
In a Better World,,True
The Lost Thing,,True
God of Love,,True
The Wolfman,,True
Strangers No More,,True
Inside Job,,True
The Artist,,True
Hugo,,True
The Iron Lady,,True
The Descendants,,True
The Girl with the Dragon Tattoo,,True
Midnight in Paris,,True
The Help,,True
A Separation,,True
The Fantastic Flying Books of Mr. Morris Lessmore,,False
The Shore,,True
Undefeated,,True
The Muppets,,True
Saving Face,,True
Beginners,,True
Rango,,True
Argo,,True
Life of Pi,,True
Les Misérables,,True
Lincoln,,True
Django Unchained,,True
Skyfall,,True
Silver Linings Playbook,,True
Zero Dark Thirty,,True
Amour,,True
Anna Karenina,,True
Paperman,,True
Brave,,True
Searching for Sugar Man,,True
Inocente,,True
Curfew,,True
12 Years a Slave,12,True
Gravity,,True
Dallas Buyers Club,,True
Frozen,,True
The Great Gatsby,,True
Her,,True
Blue Jasmine,,True
Mr Hublot,,True
The Lady in Number 6: Music Saved My Life,6,False
Helium,,True
The Great Beauty,,True
20 Feet from Stardom,20,True
Birdman,,True
The Grand Budapest Hotel,,True
Whiplash,,True
The Imitation Game,,True
American Sniper,,True
Boyhood,,True
Interstellar,,True
The Theory of Everything,,True
Ida,,True
Selma,,True
Citizenfour,,True
Big Hero 6,6,True
Crisis Hotline: Veterans Press 1,1,True
The Phone Call,,True
Still Alice,,True
Feast,,True
Spotlight,,True
Mad Max: Fury Road,,True
The Revenant,,True
Bridge of Spies,,True
The Big Short,,True
The Danish Girl,,True
Room,,True
Ex Machina,,True
The Hateful Eight,,True
Inside Out,,True
Amy,,True
Bear Story,,True
A Girl in the River: The Price of Forgiveness,,False
Son of Saul,,True
Spectre,,True
Stutterer,,True
Untitled record,,False
Untitled record,,False
Untitled record,,False
