record_id,source_name,title,description,url,source_path,fetched_at,version,document_type,file_name,page_number,extraction_timestamp,extraction_library,text,category,published_date,preview_text,name,year,wins,losses,raw_text,processed_text,content_text,language,published_year,content_length,title_length,rating_score,overview,genres,popularity,original_language,vote_average,vote_count
262,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-06 00:28:24.420,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Winnipeg Jets,1990,26.0,43.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
263,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-06 00:28:24.421,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Boston Bruins,1991,36.0,32.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
264,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-06 00:28:24.421,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Buffalo Sabres,1991,31.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
265,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-06 00:28:24.422,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Calgary Flames,1991,31.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
266,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-06 00:28:24.422,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Chicago Blackhawks,1991,36.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
267,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.423,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Detroit Red Wings,1991,43.0,25.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
268,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.423,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Edmonton Oilers,1991,36.0,34.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
269,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.424,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Hartford Whalers,1991,26.0,41.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
270,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.424,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Los Angeles Kings,1991,35.0,31.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
271,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.426,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Minnesota North Stars,1991,32.0,42.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
272,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.429,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Montreal Canadiens,1991,41.0,28.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
273,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.430,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New Jersey Devils,1991,38.0,31.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
274,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.432,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Islanders,1991,34.0,35.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
275,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.432,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Rangers,1991,50.0,25.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
276,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.433,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Philadelphia Flyers,1991,32.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
277,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.434,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Pittsburgh Penguins,1991,39.0,32.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
278,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.435,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Quebec Nordiques,1991,20.0,48.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
279,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.435,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,San Jose Sharks,1991,17.0,58.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
280,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.436,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,St. Louis Blues,1991,36.0,33.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
281,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.436,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Toronto Maple Leafs,1991,30.0,43.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
282,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.436,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Vancouver Canucks,1991,42.0,26.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
283,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.437,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Washington Capitals,1991,45.0,27.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
284,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.438,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Winnipeg Jets,1991,33.0,32.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
285,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.438,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Boston Bruins,1992,51.0,26.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
286,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.439,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Buffalo Sabres,1992,38.0,36.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
287,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.440,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Calgary Flames,1992,43.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
288,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.440,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Chicago Blackhawks,1992,47.0,25.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
289,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.441,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Detroit Red Wings,1992,47.0,28.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
290,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.442,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Edmonton Oilers,1992,26.0,50.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
291,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.442,1.0,scraped_html_paginated,hockey_multi_page_results.json,2,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Hartford Whalers,1992,26.0,52.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
292,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.443,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Los Angeles Kings,1992,39.0,35.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
293,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.444,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Minnesota North Stars,1992,36.0,38.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
294,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.445,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Montreal Canadiens,1992,48.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
295,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.499,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New Jersey Devils,1992,40.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
296,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.501,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Islanders,1992,40.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
297,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.502,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Rangers,1992,34.0,39.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
298,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.503,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Ottawa Senators,1992,10.0,70.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
299,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.504,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Philadelphia Flyers,1992,36.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
300,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.505,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Pittsburgh Penguins,1992,56.0,21.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
301,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.505,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Quebec Nordiques,1992,47.0,27.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
302,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.506,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,San Jose Sharks,1992,11.0,71.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
303,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.507,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,St. Louis Blues,1992,37.0,36.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
304,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.508,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Tampa Bay Lightning,1992,23.0,54.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
305,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.521,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Toronto Maple Leafs,1992,44.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
306,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.522,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Vancouver Canucks,1992,46.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
307,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.523,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Washington Capitals,1992,43.0,34.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
308,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.524,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Winnipeg Jets,1992,40.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
309,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.525,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Mighty Ducks of Anaheim,1993,33.0,46.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
310,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.525,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Boston Bruins,1993,42.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
311,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.526,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Buffalo Sabres,1993,43.0,32.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
312,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.527,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Calgary Flames,1993,42.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
313,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.528,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Chicago Blackhawks,1993,39.0,36.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
314,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.529,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Dallas Stars,1993,42.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
315,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.530,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Detroit Red Wings,1993,46.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
316,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.531,1.0,scraped_html_paginated,hockey_multi_page_results.json,3,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Edmonton Oilers,1993,25.0,45.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
317,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.531,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Florida Panthers,1993,33.0,34.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
318,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.532,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Hartford Whalers,1993,27.0,48.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
319,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.533,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Los Angeles Kings,1993,27.0,45.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
320,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.533,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Montreal Canadiens,1993,41.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
321,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.534,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New Jersey Devils,1993,47.0,25.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
322,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.534,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Islanders,1993,36.0,36.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
323,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.535,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Rangers,1993,52.0,24.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
324,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.536,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Ottawa Senators,1993,14.0,61.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
325,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.536,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Philadelphia Flyers,1993,35.0,39.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
326,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.537,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Pittsburgh Penguins,1993,44.0,27.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
327,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.537,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Quebec Nordiques,1993,34.0,42.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
328,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.538,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,San Jose Sharks,1993,33.0,35.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
329,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.539,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,St. Louis Blues,1993,40.0,33.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
330,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.539,1.0,scraped_html_paginated,hockey_multi_page_results.json,4,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Tampa Bay Lightning,1993,30.0,43.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
