record_id,title,content_text,category,document_type
641,12 Years a Slave,12 Years a Slave,scraped_json_api,scraped_json_api
642,Gravity,Gravity,scraped_json_api,scraped_json_api
643,Dallas Buyers Club,Dallas Buyers Club,scraped_json_api,scraped_json_api
644,Frozen,Frozen,scraped_json_api,scraped_json_api
645,The Great Gatsby,The Great Gatsby,scraped_json_api,scraped_json_api
646,Her,Her,scraped_json_api,scraped_json_api
647,Blue Jasmine,Blue Jasmine,scraped_json_api,scraped_json_api
648,Mr Hublot,Mr Hublot,scraped_json_api,scraped_json_api
650,Helium,Helium,scraped_json_api,scraped_json_api
651,The Great Beauty,The Great Beauty,scraped_json_api,scraped_json_api
652,20 Feet from Stardom,20 Feet from Stardom,scraped_json_api,scraped_json_api
653,Birdman,Birdman,scraped_json_api,scraped_json_api
654,The Grand Budapest Hotel,The Grand Budapest Hotel,scraped_json_api,scraped_json_api
655,Whiplash,Whiplash,scraped_json_api,scraped_json_api
656,The Imitation Game,The Imitation Game,scraped_json_api,scraped_json_api
657,American Sniper,American Sniper,scraped_json_api,scraped_json_api
658,Boyhood,Boyhood,scraped_json_api,scraped_json_api
659,Interstellar,Interstellar,scraped_json_api,scraped_json_api
660,The Theory of Everything,The Theory of Everything,scraped_json_api,scraped_json_api
661,Ida,Ida,scraped_json_api,scraped_json_api
662,Selma,Selma,scraped_json_api,scraped_json_api
663,Citizenfour,Citizenfour,scraped_json_api,scraped_json_api
664,Big Hero 6,Big Hero 6,scraped_json_api,scraped_json_api
665,Crisis Hotline: Veterans Press 1,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api
666,The Phone Call,The Phone Call,scraped_json_api,scraped_json_api
667,Still Alice,Still Alice,scraped_json_api,scraped_json_api
668,Feast,Feast,scraped_json_api,scraped_json_api
669,Spotlight  ,Spotlight  ,scraped_json_api,scraped_json_api
670,Mad Max: Fury Road ,Mad Max: Fury Road ,scraped_json_api,scraped_json_api
671,The Revenant   ,The Revenant   ,scraped_json_api,scraped_json_api
672,Bridge of Spies,Bridge of Spies,scraped_json_api,scraped_json_api
673,The Big Short  ,The Big Short  ,scraped_json_api,scraped_json_api
674,The Danish Girl,The Danish Girl,scraped_json_api,scraped_json_api
675,Room   ,Room   ,scraped_json_api,scraped_json_api
676,Ex Machina ,Ex Machina ,scraped_json_api,scraped_json_api
677,The Hateful Eight  ,The Hateful Eight  ,scraped_json_api,scraped_json_api
678,Inside Out ,Inside Out ,scraped_json_api,scraped_json_api
679,Amy,Amy,scraped_json_api,scraped_json_api
680,Bear Story ,Bear Story ,scraped_json_api,scraped_json_api
682,Son of Saul,Son of Saul,scraped_json_api,scraped_json_api
683,Spectre,Spectre,scraped_json_api,scraped_json_api
684,Stutterer  ,Stutterer  ,scraped_json_api,scraped_json_api
717,Election Update,Election Update,Politics,excel
718,AI Market Growth,AI Market Growth,Business,excel
719,Sports Highlights,Sports Highlights,Sports,excel
720,Climate Policy Shift,Climate Policy Shift,Politics,excel
721,Café Culture Trends,Café Culture Trends,Culture,excel
722,München Startup Round,München Startup Round,Technology,excel
723,Žurnal Election Pulse,Žurnal Election Pulse,Politics,excel
724,Streaming Rights Watch,Streaming Rights Watch,Business,excel
725,Weekend Match Buzz,Weekend Match Buzz,Sports,excel
726,Inflation Briefing,Inflation Briefing,Business,excel
727,Untitled record,Untitled record,excel_summary,excel_summary
729,Untitled record,Untitled record,scraped_html,scraped_html
730,Untitled record,Untitled record,scraped_html,scraped_html
731,Untitled record,Untitled record,scraped_html,scraped_html
732,Untitled record,Untitled record,scraped_html,scraped_html
733,Untitled record,Untitled record,scraped_html,scraped_html
734,Untitled record,Untitled record,scraped_html,scraped_html
735,Untitled record,Untitled record,scraped_html,scraped_html
736,Untitled record,Untitled record,scraped_html,scraped_html
737,Untitled record,Untitled record,scraped_html,scraped_html
738,Untitled record,Untitled record,scraped_html,scraped_html
739,Untitled record,Untitled record,scraped_html,scraped_html
740,Untitled record,Untitled record,scraped_html,scraped_html
741,Untitled record,Untitled record,scraped_html,scraped_html
742,Untitled record,Untitled record,scraped_html,scraped_html
743,Untitled record,Untitled record,scraped_html,scraped_html
744,Untitled record,Untitled record,scraped_html,scraped_html
745,Untitled record,Untitled record,scraped_html,scraped_html
746,Untitled record,Untitled record,scraped_html,scraped_html
747,Untitled record,Untitled record,scraped_html,scraped_html
748,Untitled record,Untitled record,scraped_html,scraped_html
749,Untitled record,Untitled record,scraped_html,scraped_html
750,Untitled record,Untitled record,scraped_html,scraped_html
751,Untitled record,Untitled record,scraped_html,scraped_html
752,Untitled record,Untitled record,scraped_html,scraped_html
753,Untitled record,Untitled record,scraped_html,scraped_html
754,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
755,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
756,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
757,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
758,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
759,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
760,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
761,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
762,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
763,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
764,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
765,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
766,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
767,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
768,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
769,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
770,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
771,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
772,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
773,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
774,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
775,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
776,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
777,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
778,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
779,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
780,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
781,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
782,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
783,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
784,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
785,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
786,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
787,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
788,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
789,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
790,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
791,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
792,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
793,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
794,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
795,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
796,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
797,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
798,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
799,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
800,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
801,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
802,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
803,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
804,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
805,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
806,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
807,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
808,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
809,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
810,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
811,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
812,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
813,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
814,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
815,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
816,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
817,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
818,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
819,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
820,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
821,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
822,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
823,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
824,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
825,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
826,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
827,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
828,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
829,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
830,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
831,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
832,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
833,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
834,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
835,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
836,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
837,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
838,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
839,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
840,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
841,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
842,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
843,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
844,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
845,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
846,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
847,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
848,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
849,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
850,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
851,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
852,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
853,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
854,The King's Speech,The King's Speech,scraped_json_api,scraped_json_api
855,Inception,Inception,scraped_json_api,scraped_json_api
856,The Social Network,The Social Network,scraped_json_api,scraped_json_api
857,The Fighter,The Fighter,scraped_json_api,scraped_json_api
858,Toy Story 3,Toy Story 3,scraped_json_api,scraped_json_api
859,Alice in Wonderland,Alice in Wonderland,scraped_json_api,scraped_json_api
860,Black Swan,Black Swan,scraped_json_api,scraped_json_api
861,In a Better World,In a Better World,scraped_json_api,scraped_json_api
862,The Lost Thing,The Lost Thing,scraped_json_api,scraped_json_api
863,God of Love,God of Love,scraped_json_api,scraped_json_api
864,The Wolfman,The Wolfman,scraped_json_api,scraped_json_api
865,Strangers No More,Strangers No More,scraped_json_api,scraped_json_api
866,Inside Job,Inside Job,scraped_json_api,scraped_json_api
867,The Artist,The Artist,scraped_json_api,scraped_json_api
868,Hugo,Hugo,scraped_json_api,scraped_json_api
869,The Iron Lady,The Iron Lady,scraped_json_api,scraped_json_api
870,The Descendants,The Descendants,scraped_json_api,scraped_json_api
871,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api
872,Midnight in Paris,Midnight in Paris,scraped_json_api,scraped_json_api
873,The Help,The Help,scraped_json_api,scraped_json_api
874,A Separation,A Separation,scraped_json_api,scraped_json_api
876,The Shore,The Shore,scraped_json_api,scraped_json_api
877,Undefeated,Undefeated,scraped_json_api,scraped_json_api
878,The Muppets,The Muppets,scraped_json_api,scraped_json_api
879,Saving Face,Saving Face,scraped_json_api,scraped_json_api
880,Beginners,Beginners,scraped_json_api,scraped_json_api
881,Rango,Rango,scraped_json_api,scraped_json_api
882,Argo,Argo,scraped_json_api,scraped_json_api
883,Life of Pi,Life of Pi,scraped_json_api,scraped_json_api
884,Les Misérables,Les Misérables,scraped_json_api,scraped_json_api
885,Lincoln,Lincoln,scraped_json_api,scraped_json_api
886,Django Unchained,Django Unchained,scraped_json_api,scraped_json_api
887,Skyfall,Skyfall,scraped_json_api,scraped_json_api
888,Silver Linings Playbook,Silver Linings Playbook,scraped_json_api,scraped_json_api
889,Zero Dark Thirty,Zero Dark Thirty,scraped_json_api,scraped_json_api
890,Amour,Amour,scraped_json_api,scraped_json_api
891,Anna Karenina,Anna Karenina,scraped_json_api,scraped_json_api
892,Paperman,Paperman,scraped_json_api,scraped_json_api
893,Brave,Brave,scraped_json_api,scraped_json_api
894,Searching for Sugar Man,Searching for Sugar Man,scraped_json_api,scraped_json_api
895,Inocente,Inocente,scraped_json_api,scraped_json_api
896,Curfew,Curfew,scraped_json_api,scraped_json_api
897,12 Years a Slave,12 Years a Slave,scraped_json_api,scraped_json_api
898,Gravity,Gravity,scraped_json_api,scraped_json_api
899,Dallas Buyers Club,Dallas Buyers Club,scraped_json_api,scraped_json_api
900,Frozen,Frozen,scraped_json_api,scraped_json_api
901,The Great Gatsby,The Great Gatsby,scraped_json_api,scraped_json_api
902,Her,Her,scraped_json_api,scraped_json_api
903,Blue Jasmine,Blue Jasmine,scraped_json_api,scraped_json_api
904,Mr Hublot,Mr Hublot,scraped_json_api,scraped_json_api
906,Helium,Helium,scraped_json_api,scraped_json_api
907,The Great Beauty,The Great Beauty,scraped_json_api,scraped_json_api
908,20 Feet from Stardom,20 Feet from Stardom,scraped_json_api,scraped_json_api
909,Birdman,Birdman,scraped_json_api,scraped_json_api
910,The Grand Budapest Hotel,The Grand Budapest Hotel,scraped_json_api,scraped_json_api
911,Whiplash,Whiplash,scraped_json_api,scraped_json_api
912,The Imitation Game,The Imitation Game,scraped_json_api,scraped_json_api
913,American Sniper,American Sniper,scraped_json_api,scraped_json_api
914,Boyhood,Boyhood,scraped_json_api,scraped_json_api
915,Interstellar,Interstellar,scraped_json_api,scraped_json_api
916,The Theory of Everything,The Theory of Everything,scraped_json_api,scraped_json_api
917,Ida,Ida,scraped_json_api,scraped_json_api
918,Selma,Selma,scraped_json_api,scraped_json_api
919,Citizenfour,Citizenfour,scraped_json_api,scraped_json_api
920,Big Hero 6,Big Hero 6,scraped_json_api,scraped_json_api
921,Crisis Hotline: Veterans Press 1,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api
922,The Phone Call,The Phone Call,scraped_json_api,scraped_json_api
923,Still Alice,Still Alice,scraped_json_api,scraped_json_api
924,Feast,Feast,scraped_json_api,scraped_json_api
925,Spotlight  ,Spotlight  ,scraped_json_api,scraped_json_api
926,Mad Max: Fury Road ,Mad Max: Fury Road ,scraped_json_api,scraped_json_api
927,The Revenant   ,The Revenant   ,scraped_json_api,scraped_json_api
928,Bridge of Spies,Bridge of Spies,scraped_json_api,scraped_json_api
929,The Big Short  ,The Big Short  ,scraped_json_api,scraped_json_api
930,The Danish Girl,The Danish Girl,scraped_json_api,scraped_json_api
931,Room   ,Room   ,scraped_json_api,scraped_json_api
932,Ex Machina ,Ex Machina ,scraped_json_api,scraped_json_api
933,The Hateful Eight  ,The Hateful Eight  ,scraped_json_api,scraped_json_api
934,Inside Out ,Inside Out ,scraped_json_api,scraped_json_api
935,Amy,Amy,scraped_json_api,scraped_json_api
936,Bear Story ,Bear Story ,scraped_json_api,scraped_json_api
938,Son of Saul,Son of Saul,scraped_json_api,scraped_json_api
939,Spectre,Spectre,scraped_json_api,scraped_json_api
940,Stutterer  ,Stutterer  ,scraped_json_api,scraped_json_api
973,Election Update,Election Update,Politics,excel
974,AI Market Growth,AI Market Growth,Business,excel
975,Sports Highlights,Sports Highlights,Sports,excel
976,Climate Policy Shift,Climate Policy Shift,Politics,excel
977,Café Culture Trends,Café Culture Trends,Culture,excel
978,München Startup Round,München Startup Round,Technology,excel
979,Žurnal Election Pulse,Žurnal Election Pulse,Politics,excel
980,Streaming Rights Watch,Streaming Rights Watch,Business,excel
981,Weekend Match Buzz,Weekend Match Buzz,Sports,excel
982,Inflation Briefing,Inflation Briefing,Business,excel
983,Untitled record,Untitled record,excel_summary,excel_summary
985,Untitled record,Untitled record,scraped_html,scraped_html
986,Untitled record,Untitled record,scraped_html,scraped_html
987,Untitled record,Untitled record,scraped_html,scraped_html
988,Untitled record,Untitled record,scraped_html,scraped_html
989,Untitled record,Untitled record,scraped_html,scraped_html
990,Untitled record,Untitled record,scraped_html,scraped_html
991,Untitled record,Untitled record,scraped_html,scraped_html
992,Untitled record,Untitled record,scraped_html,scraped_html
993,Untitled record,Untitled record,scraped_html,scraped_html
994,Untitled record,Untitled record,scraped_html,scraped_html
995,Untitled record,Untitled record,scraped_html,scraped_html
996,Untitled record,Untitled record,scraped_html,scraped_html
997,Untitled record,Untitled record,scraped_html,scraped_html
998,Untitled record,Untitled record,scraped_html,scraped_html
999,Untitled record,Untitled record,scraped_html,scraped_html
1000,Untitled record,Untitled record,scraped_html,scraped_html
1001,Untitled record,Untitled record,scraped_html,scraped_html
1002,Untitled record,Untitled record,scraped_html,scraped_html
1003,Untitled record,Untitled record,scraped_html,scraped_html
1004,Untitled record,Untitled record,scraped_html,scraped_html
1005,Untitled record,Untitled record,scraped_html,scraped_html
1006,Untitled record,Untitled record,scraped_html,scraped_html
1007,Untitled record,Untitled record,scraped_html,scraped_html
1008,Untitled record,Untitled record,scraped_html,scraped_html
1009,Untitled record,Untitled record,scraped_html,scraped_html
1010,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1011,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1012,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1013,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1014,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1015,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1016,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1017,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1018,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1019,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1020,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1021,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1022,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1023,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1024,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1025,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1026,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1027,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1028,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1029,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1030,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1031,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1032,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1033,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1034,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1035,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1036,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1037,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1038,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1039,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1040,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1041,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1042,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1043,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1044,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1045,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1046,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1047,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1048,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1049,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1050,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1051,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1052,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1053,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1054,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1055,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1056,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1057,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1058,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1059,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1060,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1061,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1062,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1063,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1064,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1065,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1066,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1067,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1068,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1069,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1070,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1071,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1072,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1073,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1074,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1075,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1076,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1077,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1078,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1079,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1080,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1081,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1082,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1083,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1084,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1085,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1086,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1087,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1088,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1089,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1090,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1091,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1092,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1093,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1094,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1095,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1096,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1097,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1098,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1099,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1100,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1101,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1102,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1103,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1104,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1105,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1106,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1107,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1108,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1109,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1110,The King's Speech,The King's Speech,scraped_json_api,scraped_json_api
1111,Inception,Inception,scraped_json_api,scraped_json_api
1112,The Social Network,The Social Network,scraped_json_api,scraped_json_api
1113,The Fighter,The Fighter,scraped_json_api,scraped_json_api
1114,Toy Story 3,Toy Story 3,scraped_json_api,scraped_json_api
1115,Alice in Wonderland,Alice in Wonderland,scraped_json_api,scraped_json_api
1116,Black Swan,Black Swan,scraped_json_api,scraped_json_api
1117,In a Better World,In a Better World,scraped_json_api,scraped_json_api
1118,The Lost Thing,The Lost Thing,scraped_json_api,scraped_json_api
1119,God of Love,God of Love,scraped_json_api,scraped_json_api
1120,The Wolfman,The Wolfman,scraped_json_api,scraped_json_api
1121,Strangers No More,Strangers No More,scraped_json_api,scraped_json_api
1122,Inside Job,Inside Job,scraped_json_api,scraped_json_api
1123,The Artist,The Artist,scraped_json_api,scraped_json_api
1124,Hugo,Hugo,scraped_json_api,scraped_json_api
1125,The Iron Lady,The Iron Lady,scraped_json_api,scraped_json_api
1126,The Descendants,The Descendants,scraped_json_api,scraped_json_api
1127,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api
1128,Midnight in Paris,Midnight in Paris,scraped_json_api,scraped_json_api
1129,The Help,The Help,scraped_json_api,scraped_json_api
1130,A Separation,A Separation,scraped_json_api,scraped_json_api
1132,The Shore,The Shore,scraped_json_api,scraped_json_api
1133,Undefeated,Undefeated,scraped_json_api,scraped_json_api
1134,The Muppets,The Muppets,scraped_json_api,scraped_json_api
1135,Saving Face,Saving Face,scraped_json_api,scraped_json_api
1136,Beginners,Beginners,scraped_json_api,scraped_json_api
1137,Rango,Rango,scraped_json_api,scraped_json_api
1138,Argo,Argo,scraped_json_api,scraped_json_api
1139,Life of Pi,Life of Pi,scraped_json_api,scraped_json_api
1140,Les Misérables,Les Misérables,scraped_json_api,scraped_json_api
1141,Lincoln,Lincoln,scraped_json_api,scraped_json_api
1142,Django Unchained,Django Unchained,scraped_json_api,scraped_json_api
1143,Skyfall,Skyfall,scraped_json_api,scraped_json_api
1144,Silver Linings Playbook,Silver Linings Playbook,scraped_json_api,scraped_json_api
